year,geo,noc,hours_worked
2010,Saskatchewan,Service supervisors and specialized service occupations [63],33
2011,Saskatchewan,Service supervisors and specialized service occupations [63],33.9
2012,Saskatchewan,Service supervisors and specialized service occupations [63],34.1
2013,Saskatchewan,Service supervisors and specialized service occupations [63],35.2
2014,Saskatchewan,Service supervisors and specialized service occupations [63],33.9
2015,Saskatchewan,Service supervisors and specialized service occupations [63],34.7
2016,Saskatchewan,Service supervisors and specialized service occupations [63],34.6
2017,Saskatchewan,Service supervisors and specialized service occupations [63],33.6
2018,Saskatchewan,Service supervisors and specialized service occupations [63],33.4
2019,Saskatchewan,Service supervisors and specialized service occupations [63],33.8
2020,Saskatchewan,Service supervisors and specialized service occupations [63],31.6
1987,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.7
1988,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.2
1989,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],33
1990,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.4
1991,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.5
1992,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.7
1993,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31
1994,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.8
1995,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],30.9
1996,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.8
1997,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.2
1998,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.1
1999,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.5
2000,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.4
2001,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.2
2002,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.6
2003,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],30.8
2004,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.2
2005,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.5
2006,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.1
2007,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.5
2008,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.4
2009,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32
2010,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],30.9
2011,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.4
2012,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.7
2013,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32
2014,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.4
2015,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.4
2016,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32
2017,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.4
2018,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.4
2019,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],32.6
2020,Saskatchewan,Sales representatives and salespersons - wholesale and retail trade [64],31.7
1987,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.8
1988,Saskatchewan,Service representatives and other customer and personal services occupations [65],30
1989,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.7
1990,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.7
1991,Saskatchewan,Service representatives and other customer and personal services occupations [65],30
1992,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.2
1993,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.5
1994,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.8
1995,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.6
1996,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.9
1997,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.6
1998,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.4
1999,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.5
2000,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.1
2001,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.1
2002,Saskatchewan,Service representatives and other customer and personal services occupations [65],28.3
2003,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.6
2004,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.9
2005,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.9
2006,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.1
2007,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.8
2008,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.2
2009,Saskatchewan,Service representatives and other customer and personal services occupations [65],28.6
2010,Saskatchewan,Service representatives and other customer and personal services occupations [65],29
2011,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.5
2012,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.1
2013,Saskatchewan,Service representatives and other customer and personal services occupations [65],30.1
2014,Saskatchewan,Service representatives and other customer and personal services occupations [65],28.9
2015,Saskatchewan,Service representatives and other customer and personal services occupations [65],29.2
2016,Saskatchewan,Service representatives and other customer and personal services occupations [65],27.8
2017,Saskatchewan,Service representatives and other customer and personal services occupations [65],28.4
2018,Saskatchewan,Service representatives and other customer and personal services occupations [65],28.6
2019,Saskatchewan,Service representatives and other customer and personal services occupations [65],28.4
2020,Saskatchewan,Service representatives and other customer and personal services occupations [65],29
1987,Saskatchewan,Sales support occupations [66],26.5
1988,Saskatchewan,Sales support occupations [66],26.4
1989,Saskatchewan,Sales support occupations [66],26.5
1990,Saskatchewan,Sales support occupations [66],26.5
1991,Saskatchewan,Sales support occupations [66],25.2
1992,Saskatchewan,Sales support occupations [66],25.1
1993,Saskatchewan,Sales support occupations [66],24.8
1994,Saskatchewan,Sales support occupations [66],26.4
1995,Saskatchewan,Sales support occupations [66],25.7
1996,Saskatchewan,Sales support occupations [66],25.9
1997,Saskatchewan,Sales support occupations [66],25.5
1998,Saskatchewan,Sales support occupations [66],25.5
1999,Saskatchewan,Sales support occupations [66],24.2
2000,Saskatchewan,Sales support occupations [66],25.3
2001,Saskatchewan,Sales support occupations [66],25.8
2002,Saskatchewan,Sales support occupations [66],25.4
2003,Saskatchewan,Sales support occupations [66],25.1
2004,Saskatchewan,Sales support occupations [66],24.7
2005,Saskatchewan,Sales support occupations [66],24.7
2006,Saskatchewan,Sales support occupations [66],24.9
2007,Saskatchewan,Sales support occupations [66],25.1
2008,Saskatchewan,Sales support occupations [66],25
2009,Saskatchewan,Sales support occupations [66],24
2010,Saskatchewan,Sales support occupations [66],25.2
2011,Saskatchewan,Sales support occupations [66],25.2
2012,Saskatchewan,Sales support occupations [66],25.3
2013,Saskatchewan,Sales support occupations [66],25.2
2014,Saskatchewan,Sales support occupations [66],24.6
2015,Saskatchewan,Sales support occupations [66],25.1
2016,Saskatchewan,Sales support occupations [66],25.7
2017,Saskatchewan,Sales support occupations [66],24.3
2018,Saskatchewan,Sales support occupations [66],24.4
2019,Saskatchewan,Sales support occupations [66],25.2
2020,Saskatchewan,Sales support occupations [66],26
1987,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.7
1988,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.3
1989,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.9
1990,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.6
1991,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.2
1992,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27
1993,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.9
1994,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.3
1995,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.4
1996,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.6
1997,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.6
1998,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.7
1999,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27
2000,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.7
2001,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.7
2002,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",25.8
2003,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.7
2004,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.7
2005,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.6
2006,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28
2007,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.1
2008,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28
2009,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.8
2010,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.9
2011,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.1
2012,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",29.4
2013,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.9
2014,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",28.5
2015,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.6
2016,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.8
2017,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.7
2018,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.7
2019,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",27.6
2020,Saskatchewan,"Service support and other service occupations, n.e.c. [67]",26.9
1987,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",39.9
1988,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",40.9
1989,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.4
1990,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.4
1991,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",40.7
1992,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",40.1
1993,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.2
1994,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.3
1995,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.9
1996,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.2
1997,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",43.1
1998,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.2
1999,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.5
2000,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.5
2001,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.9
2002,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.4
2003,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.2
2004,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.2
2005,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.1
2006,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.2
2007,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",43.1
2008,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.1
2009,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.4
2010,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.4
2011,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42
2012,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.7
2013,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",42.6
2014,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.8
2015,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.3
2016,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41
2017,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.3
2018,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",41.3
2019,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",40.1
2020,Saskatchewan,"Trades, transport and equipment operators and related occupations [7]",40.3
1987,Saskatchewan,"Industrial, electrical and construction trades [72]",39.6
1988,Saskatchewan,"Industrial, electrical and construction trades [72]",40
1989,Saskatchewan,"Industrial, electrical and construction trades [72]",39.5
1990,Saskatchewan,"Industrial, electrical and construction trades [72]",41
1991,Saskatchewan,"Industrial, electrical and construction trades [72]",40.1
1992,Saskatchewan,"Industrial, electrical and construction trades [72]",39
1993,Saskatchewan,"Industrial, electrical and construction trades [72]",39.9
1994,Saskatchewan,"Industrial, electrical and construction trades [72]",40.4
1995,Saskatchewan,"Industrial, electrical and construction trades [72]",41
1996,Saskatchewan,"Industrial, electrical and construction trades [72]",41.4
1997,Saskatchewan,"Industrial, electrical and construction trades [72]",41.4
1998,Saskatchewan,"Industrial, electrical and construction trades [72]",40.4
1999,Saskatchewan,"Industrial, electrical and construction trades [72]",41
2000,Saskatchewan,"Industrial, electrical and construction trades [72]",41.7
2001,Saskatchewan,"Industrial, electrical and construction trades [72]",41.5
2002,Saskatchewan,"Industrial, electrical and construction trades [72]",40.1
2003,Saskatchewan,"Industrial, electrical and construction trades [72]",40.9
2004,Saskatchewan,"Industrial, electrical and construction trades [72]",39.7
2005,Saskatchewan,"Industrial, electrical and construction trades [72]",40.3
2006,Saskatchewan,"Industrial, electrical and construction trades [72]",40.9
2007,Saskatchewan,"Industrial, electrical and construction trades [72]",42.1
2008,Saskatchewan,"Industrial, electrical and construction trades [72]",41.3
2009,Saskatchewan,"Industrial, electrical and construction trades [72]",40.3
2010,Saskatchewan,"Industrial, electrical and construction trades [72]",40.3
2011,Saskatchewan,"Industrial, electrical and construction trades [72]",41
2012,Saskatchewan,"Industrial, electrical and construction trades [72]",42.7
2013,Saskatchewan,"Industrial, electrical and construction trades [72]",41.6
2014,Saskatchewan,"Industrial, electrical and construction trades [72]",40.9
2015,Saskatchewan,"Industrial, electrical and construction trades [72]",41.1
2016,Saskatchewan,"Industrial, electrical and construction trades [72]",41.1
2017,Saskatchewan,"Industrial, electrical and construction trades [72]",40.1
2018,Saskatchewan,"Industrial, electrical and construction trades [72]",40.5
2019,Saskatchewan,"Industrial, electrical and construction trades [72]",39.9
2020,Saskatchewan,"Industrial, electrical and construction trades [72]",39.5
1987,Saskatchewan,Maintenance and equipment operation trades [73],41.2
1988,Saskatchewan,Maintenance and equipment operation trades [73],41.5
1989,Saskatchewan,Maintenance and equipment operation trades [73],42.4
1990,Saskatchewan,Maintenance and equipment operation trades [73],42.3
1991,Saskatchewan,Maintenance and equipment operation trades [73],41.8
1992,Saskatchewan,Maintenance and equipment operation trades [73],41.8
1993,Saskatchewan,Maintenance and equipment operation trades [73],42.2
1994,Saskatchewan,Maintenance and equipment operation trades [73],41.9
1995,Saskatchewan,Maintenance and equipment operation trades [73],42.2
1996,Saskatchewan,Maintenance and equipment operation trades [73],43.5
1997,Saskatchewan,Maintenance and equipment operation trades [73],44.2
1998,Saskatchewan,Maintenance and equipment operation trades [73],41.6
1999,Saskatchewan,Maintenance and equipment operation trades [73],42.2
2000,Saskatchewan,Maintenance and equipment operation trades [73],43.6
2001,Saskatchewan,Maintenance and equipment operation trades [73],41.5
2002,Saskatchewan,Maintenance and equipment operation trades [73],43.3
2003,Saskatchewan,Maintenance and equipment operation trades [73],42
2004,Saskatchewan,Maintenance and equipment operation trades [73],41.8
2005,Saskatchewan,Maintenance and equipment operation trades [73],43.3
2006,Saskatchewan,Maintenance and equipment operation trades [73],44.2
2007,Saskatchewan,Maintenance and equipment operation trades [73],44.5
2008,Saskatchewan,Maintenance and equipment operation trades [73],43.1
2009,Saskatchewan,Maintenance and equipment operation trades [73],41.9
2010,Saskatchewan,Maintenance and equipment operation trades [73],43
2011,Saskatchewan,Maintenance and equipment operation trades [73],42.9
2012,Saskatchewan,Maintenance and equipment operation trades [73],43.2
2013,Saskatchewan,Maintenance and equipment operation trades [73],44.3
2014,Saskatchewan,Maintenance and equipment operation trades [73],43
2015,Saskatchewan,Maintenance and equipment operation trades [73],42.5
2016,Saskatchewan,Maintenance and equipment operation trades [73],42.2
2017,Saskatchewan,Maintenance and equipment operation trades [73],43.1
2018,Saskatchewan,Maintenance and equipment operation trades [73],43.1
2019,Saskatchewan,Maintenance and equipment operation trades [73],41.3
2020,Saskatchewan,Maintenance and equipment operation trades [73],41.9
1987,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",33.6
1988,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",37
1989,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.7
1990,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",37.5
1991,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",37.3
1992,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.8
1993,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",34.5
1994,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",37
1995,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.9
1996,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.8
1997,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.9
1998,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.6
1999,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.3
2000,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.1
2001,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.8
2002,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.1
2003,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",34.7
2004,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",34.8
2005,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.6
2006,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.4
2007,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.3
2008,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36
2009,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.3
2010,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.9
2011,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.6
2012,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36
2013,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.9
2014,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.2
2015,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.8
2016,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.7
2017,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",36.7
2018,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",37.4
2019,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.6
2020,Saskatchewan,"Other installers, repairers and servicers and material handlers [74]",35.4
1987,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],41.4
1988,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],43.2
1989,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44
1990,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],43
1991,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],42.2
1992,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],42.1
1993,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.1
1994,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.9
1995,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.7
1996,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.1
1997,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],46.6
1998,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.3
1999,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.1
2000,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.9
2001,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.7
2002,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],43.8
2003,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],43.5
2004,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.2
2005,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.3
2006,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.1
2007,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.6
2008,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.8
2009,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.8
2010,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.3
2011,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.8
2012,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],45.5
2013,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.6
2014,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],44.2
2015,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],42.3
2016,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],42.1
2017,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],43.5
2018,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],41.9
2019,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],41.4
2020,Saskatchewan,Transport and heavy equipment operation and related maintenance occupations [75],41.7
1987,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.5
1988,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.7
1989,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",39.9
1990,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.9
1991,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",37.2
1992,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",36.1
1993,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.4
1994,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",40.9
1995,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",37.7
1996,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",39
1997,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",41.4
1998,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",39.4
1999,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38
2000,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",40.6
2001,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",41
2002,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",40.1
2003,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.9
2004,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",41.2
2005,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",39.3
2006,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",37.5
2007,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",39.8
2008,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.2
2009,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.4
2010,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.5
2011,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.4
2012,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",39
2013,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",40.5
2014,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",40.2
2015,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",40
2016,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38
2017,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",38.5
2018,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",41.2
2019,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",37.1
2020,Saskatchewan,"Trades helpers, construction labourers and related occupations [76]",37.8
1987,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",35.3
1988,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",34
1989,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",38.1
1990,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",37.3
1991,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",37.9
1992,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",36.2
1993,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",36.7
1994,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",37.5
1995,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",38.6
1996,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",39.7
1997,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",40.2
1998,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",38.6
1999,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",38.9
2000,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",40
2001,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.1
2002,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",41.4
2003,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",41.9
2004,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.3
2005,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",44.2
2006,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",44.4
2007,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",45.5
2008,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",47
2009,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.3
2010,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",45.4
2011,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",46.6
2012,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",45.5
2013,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",45.4
2014,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",45
2015,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.1
2016,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.3
2017,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.1
2018,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",44.4
2019,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43.7
2020,Saskatchewan,"Natural resources, agriculture and related production occupations [8]",43
1987,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",43.4
1988,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",44.5
1989,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.6
1990,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",44.8
1991,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",45.2
1992,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",43.2
1993,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.2
1994,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.5
1995,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.6
1996,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",47.6
1997,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.8
1998,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.1
1999,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.4
2000,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46
2001,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.3
